,species
10190,Citrobacter freundii complex sp. CFNIH5
10191,Citrobacter freundii complex sp. CFNIH3
10192,Atopobium sp.
10193,Priestia flexa
10194,Thioalkalivibrio sulfidiphilus
10195,Pseudopedobacter saltans
10196,Selenomonas sp.
10198,Agrobacterium sp. UNC420CL41Cvi
10199,Zavarzinia compransoris
10200,Sphingomonas haloaromaticamans
10201,Liquorilactobacillus sucicola
10202,Lentilactobacillus parakefiri
10203,Mycobacterium lepromatosis
10204,Blautia sp.
10205,Acetohalobium arabaticum
10206,Proteocatella sphenisci
10207,Zooshikella sp.
10208,Moorella sp. (in: firmicutes)
10209,Pseudoalteromonas porphyrae
10210,Mycobacterium alsense
10211,Oscillibacter sp.
10212,Longimonas halophila
10213,Epilithonimonas hominis
10214,Flavobacterium gelidilacus
10215,Peribacillus simplex
10216,Nodosilinea nodulosa
10218,Mycobacterium scrofulaceum
10219,Mesorhizobium sp. M2D.F.Ca.ET.226.01.1.1
10220,Mesorhizobium sp. M2D.F.Ca.ET.225.01.1.1
10221,Pleomorphomonas sp. SG806
10222,Pleomorphomonas sp. SG524
10223,Leptospira bandrabouensis
10224,Pseudomonas sp. NFIX10
10225,Pseudomonas sp. NFACC06-1
10226,Halpernia humi
10227,Beijerinckiaceae bacterium
10228,Pseudomonas vranovensis
10229,Vagococcus fluvialis
10230,Syntrophaceae bacterium
10231,Bradyrhizobium sp.
10232,Photobacterium halotolerans
10233,Mesorhizobium sp. M1A.T.Ca.IN.004.03.1.1
10234,Paracidovorax avenae
10235,Microvirga guangxiensis
10236,Mycobacterium sp. 365mftsu
10237,Mycobacterium sp. UNCCL9
10239,Xanthobacter sp. SG563
10240,Xanthobacter sp. SG518
10241,Halorhodospira halochloris
10242,Lentzea atacamensis
10243,Magnetospirillum fulvum
10247,Shinella sp.
10248,Pseudooceanicola nitratireducens
10249,Listeria grayi
10250,Secundilactobacillus similis
10251,Serratia fonticola
10252,Erwinia papayae
10253,Mycobacterium asiaticum
10254,Loigolactobacillus bifermentans
10255,Ensifer sp. SEMIA 135
10256,Ensifer sp. SEMIA 134
10257,Plesiomonas sp.
10258,Gleimia hominis
10259,Mesorhizobium sp. M8A.F.Ca.ET.167.01.1.1
10260,Mesorhizobium sp. M8A.F.Ca.ET.208.01.1.1
10261,Halobacillus trueperi
10262,Muribaculaceae bacterium
10264,Domibacillus enclensis
10265,Rhodopirellula bahusiensis
10266,Pseudorhizobium halotolerans
10267,Williamsia serinedens
10268,Megasphaera sp.
10269,Pseudomonas sp. LAMO17WK12:I5
10270,Pseudomonas sp. LAMO17WK12:I6
10271,Nakamurella lactea
10272,Paenisporosarcina quisquiliarum
10273,Sphingobacterium sp.
10274,Hyphomicrobiales bacterium
10275,Pseudomonadaceae bacterium UBA1659
10276,Pseudomonadaceae bacterium UBA1017
10278,Ignatzschineria sp.
10279,Pseudomonas psychrophila
10280,Pseudomonas orientalis
10281,Thalassotalea euphylliae
10282,Novosphingobium sp. SG619
10283,Novosphingobium sp. SG486
10284,Empedobacter falsenii
10285,Klebsiella quasivariicola
10286,Raoultella terrigena
10287,Liquorilactobacillus nagelii
10288,Geodermatophilus obscurus
10289,Herbiconiux sp.
10290,Pseudomonadaceae bacterium
10291,Succinivibrio dextrinosolvens
10292,Lactiplantibacillus pentosus
10294,Amycolatopsis rubida
10296,Devosia enhydra
10297,Pseudocitrobacter vendiensis
10298,Acidiphilium rubrum
10299,Azospirillum lipoferum
10300,Leptospira perdikensis
10301,Achromobacter sp.
10303,Myroides odoratimimus
10304,Acetivibrio clariflavus
10305,Halomonas cerina
10306,Cereibacter johrii
10307,Halopseudomonas aestusnigri
10308,Halanaerobium saccharolyticum
10309,Mogibacterium timidum
10310,Brevibacterium sp.
10311,Campylobacter curvus
10312,Commensalibacter sp.
10313,Pseudomonas sagittaria
10314,Stutzerimonas xanthomarina
10315,Ensifer sp.
10316,Paracidovorax cattleyae
10317,Anaerobacillus arseniciselenatis
10318,Rhizobacter sp.
10319,Enterococcus avium
10320,Paenibacillus dendritiformis
10321,Polaromonas sp.
10322,Saccharospirillum impatiens
10323,Limosilactobacillus oris
10324,Levilactobacillus hammesii
10325,Stakelama pacifica
10326,Stenotrophomonas rhizophila
10327,Proteiniclasticum ruminis
10328,Actinobacillus porcitonsillarum
10329,Pararhodobacter sp.
10330,Edaphobacillus lindanitolerans
10331,Pisciglobus halotolerans
10332,Virgibacillus subterraneus
10333,Peptostreptococcus sp.
10334,Hyphomonas sp.
10335,Liquorilactobacillus cacaonum
10336,Flavobacterium urumqiense
10337,Arachnia propionica
10338,Allisonella histaminiformans
10339,Adlercreutzia muris
10340,Apilactobacillus ozensis
10341,Furfurilactobacillus siliginis
10342,Bacillus toyonensis
10343,Microbacterium laevaniformans
10344,Legionella sp.
10345,Schaalia turicensis
10346,Pseudomonas alcaliphila
10347,Liquorilactobacillus aquaticus
10348,Streptosporangium becharense
10349,Finegoldia sp.
10350,Porphyromonas cangingivalis
10351,Paenibacillus prosopidis
10352,Leisingera sp.
10353,Liquorilactobacillus mali
10354,Rivihabitans pingtungensis
10355,Kribbella catacumbae
10356,Aliivibrio wodanis
10357,Streptomyces goshikiensis
10358,Catenibacterium sp. BIOML-A1
10360,Donghicola eburneus
10361,Propioniferax innocua
10362,Cytobacillus firmus
10363,Flaviflexus huanghaiensis
10364,Fructilactobacillus fructivorans
10365,Gemella sanguinis
10366,Duganella sp.
10367,Actinomycetota bacterium
10368,Aeromonas sp. ASNIH6
10369,Aeromonas sp. ASNIH4
10370,Streptomyces lincolnensis
10371,Lederbergia lenta
10372,Pseudomonas salomonii
10373,Arthrobacter citreus
10374,Christensenella sp.
10375,Calothrix sp.
10376,Pseudobdellovibrionaceae bacterium
10377,Flavobacteriaceae bacterium
10378,Pseudomonas marincola
10379,Melghirimyces algeriensis
10380,Bartonella rattimassiliensis
10382,Geobacter sp.
10383,Neolewinella agarilytica
10384,Asticcacaulis benevestitus
10385,Thermoflavimicrobium dichotomicum
10386,Maribacter ulvicola
10387,Elusimicrobium sp.
10389,Cohnella thermotolerans
10390,Oleidesulfovibrio alaskensis
10391,Mycobacterium malmoense
10392,Coprococcus sp.
10393,Methylobacterium pseudosasicola
10394,Litchfieldia salsa
10395,Seinonella peptonophila
10396,Maridesulfovibrio zosterae
10397,Burkholderia sp. Bp9011
10398,Burkholderia sp. Bp9010
10399,Thermoanaerobacterium thermosaccharolyticum
10400,Bacillus stratosphericus
10401,Desulfoluna butyratoxydans
10402,Capnocytophaga sp.
10403,Papillibacter cinnamivorans
10404,Roseibium album
10405,Bartonella bacilliformis
10407,Borreliella japonica
10408,Clostridia bacterium
10409,Oscillatoria sp.
10410,Cognatishimia activa
10411,Citreimonas salinaria
10412,Varibaculum sp. CCUG 45271
10413,Varibaculum anthropi
10414,Anaerococcus lactolyticus
10415,Treponema phagedenis
10416,Ectothiorhodospira magna
10417,Meiothermus taiwanensis
10418,Photobacterium lutimaris
10419,Veillonella sp.
10420,Planctomycetota bacterium
10421,Sinobaca qinghaiensis
10422,Pontibacter sp.
10423,Marinomonas foliarum
10424,Frankia torreyi
10426,Mycobacterium gastri
10427,Leptotrichia sp.
10428,Veillonellaceae bacterium
10430,Mycolicibacter heraklionensis
10431,Haemophilus parahaemolyticus
10432,Shewanella fodinae
10433,Helicobacter fennelliae
10434,Photobacterium piscicola
10435,Vagococcus sp.
10436,Wenxinia marina
10437,Leptospira borgpetersenii
10438,Candidatus Aminicenantes bacterium
10439,Thiopseudomonas sp.
10440,Ancylobacter sp.
10441,Pseudoprimorskyibacter insulae
10442,Pelagibacterium sp.
10443,Furfurilactobacillus rossiae
10444,Pseudomonas cuatrocienegasensis
10445,uncultured Colwellia sp.
10446,Brevinema andersonii
10447,Mastigocladus laminosus
10448,Brucella pinnipedialis
10449,Afifella marina
10450,Marinilabilia salmonicolor
10452,Nitrosomonas sp.
10453,Dyella sp.
10454,Leptospira ellinghausenii
10455,Megalodesulfovibrio gigas
10456,Segatella albensis
10457,Pseudomonas congelans
10458,Desulfarculales bacterium
10461,Desulfotomaculum sp.
10462,Streptomyces calvus
10463,Nereida ignava
10464,Nocardia sp.
10465,Desulfobacula phenolica
10466,Epilithonimonas zeae
10467,Paracidovorax wautersii
10468,Alicyclobacillus macrosporangiidus
10469,Lentzea albida
10470,Halopseudomonas formosensis
10471,Latilactobacillus curvatus
10472,Corynebacterium freiburgense
10473,Enterococcus dispar
10474,Stutzerimonas azotifigens
10476,Phycisphaerae bacterium
10477,Paenibacillus tyrfis
10478,Methylophilaceae bacterium
10479,Mycoplasma putrefaciens
10480,Blautia faecis
10481,Dendrosporobacter quercicolus
10482,Duganella zoogloeoides
10483,Pseudomonas brenneri
10484,Pseudarthrobacter sp.
10485,Paenibacillus ginsengihumi
10486,Paralcaligenes ureilyticus
10488,Psychrobacillus sp.
10489,Bartonella sp.
10490,Kaistia adipata
10491,Thiohalospira halophila
10492,Paenibacillus barengoltzii
10493,Lentibacillus persicus
10495,Thermithiobacillus tepidarius
10496,Thermopetrobacter sp.
10497,Rhizobium miluonense
10498,Spirobacillus cienkowskii
10499,Rhodoplanes elegans
10500,Sulfuritortus calidifontis
10501,Frondihabitans sp.
10502,Amycolatopsis nigrescens
10503,Thermodesulfovibrio thiophilus
10504,Cereibacter ovatus
10506,Photobacterium sp.
10507,Lachnospira pectinoschiza
10508,Planomicrobium soli
10509,Tindallia californiensis
10510,Paenibacillus terrigena
10511,Lachnospira multipara
10512,Oceanobacillus limi
10513,Cloacibacillus sp.
10514,Desulfurobacterium sp.
10515,Melghirimyces profundicolus
10516,Saccharothrix tamanrassetensis
10518,Desulfuromonas thiophila
10519,Methylorubrum salsuginis
10520,Mycobacterium intracellulare
10521,Desulfacinum hydrothermale
10523,Rhodococcoides kyotonense
10524,Limosilactobacillus frumenti
10525,Halopseudomonas pachastrellae
10526,Paenibacillus algorifonticola
10527,Streptomyces kasugaensis
10528,Roseateles sp.
10529,Brevibacterium album
10530,Prevotella veroralis
10531,Mycolicibacterium llatzerense
10532,Bacillus badius
10533,Alicyclobacillus vulcanalis
10534,Priestia aryabhattai
10535,Chlamydia abortus
10536,Luteibacter rhizovicinus
10537,Mucilaginibacter lappiensis
10538,Alteromonadaceae bacterium
10539,Mobilisporobacter senegalensis
10540,Mycolicibacterium wolinskyi
10541,Pedobacter metabolipauper
10542,Alcanivorax sp.
10543,Pseudomonas moraviensis
10544,Xanthobacteraceae bacterium
10545,Paenibacillus macerans
10546,Secundilactobacillus kimchicus
10547,Desulfacinum infernum
10548,Rhodomicrobium udaipurense
10549,Roseateles toxinivorans
10550,Lysobacter defluvii
10551,Pseudomonas sichuanensis
10552,Roseibium alexandrii
10553,Nocardia caishijiensis
10554,Desulfovibrio inopinatus
10555,Prolixibacteraceae bacterium
10556,Methylobacter marinus
10557,Lutibacter maritimus
10558,Mycolicibacterium canariasense
10559,Sphingobacterium yanglingense
10560,Pectobacterium cacticida
10561,Pseudomonas jinjuensis
10562,Pseudomonas koreensis
10563,Stella humosa
10565,Bordetella petrii
10566,Chryseobacterium defluvii
10567,Jeotgalibacillus sp.
10568,Algoriphagus boritolerans
10569,Gammaproteobacteria bacterium
10570,Lutimaribacter saemankumensis
10571,Mycolicibacterium setense
10572,Pseudomonas synxantha
10573,Levilactobacillus acidifarinae
10574,Romboutsia lituseburensis
10575,Pseudomonas oryzihabitans
10576,Mycolicibacterium septicum
10577,Comamonadaceae bacterium
10578,Mycobacterium genavense
10579,Salmonella sp.0000-0060-4449
10580,Lentilactobacillus senioris
10581,Pasteurella skyensis
10582,Brevibacterium otitidis
10583,Porphyromonas bennonis
10584,Blastococcus sp.
10585,Secundilactobacillus oryzae
10587,Roseivivax sp.
10588,Pleomorphomonas oryzae
10590,Runella limosa
10592,Leptospira meyeri
10593,Grimontella sp.
10594,Laceyella sacchari
10595,Algoriphagus sp.
10596,Thiolinea disciformis
10597,Parabacteroides sp.
10598,Fibrobacter sp.
10599,Natribacillus halophilus
10600,Prauserella salsuginis
10601,Methylomonas sp.
10602,Paraburkholderia sartisoli
10603,Paracoccaceae bacterium
10604,Flavobacterium chilense
10605,Pseudoxanthomonas indica
10606,Kingella denitrificans
10607,Hutsoniella sourekii
10608,Eubacterium pyruvativorans
10609,Paracoccus chinensis
10610,Lentilactobacillus sunkii
10611,Devosia sp.
10612,Defluviimonas denitrificans
10613,Pseudomonas kuykendallii
10615,Bifidobacterium sp.
10616,Micrococcales bacterium
10617,Ligilactobacillus acidipiscis
10618,Aeromonas diversa
10619,Limnobacter thiooxidans
10620,Opitutaceae bacterium
10621,Peptoniphilus lacrimalis
10622,Luteimonas cucumeris
10623,Brevundimonas sp.
10624,Nostoc sp.
10625,Bifidobacterium faecale
10626,Moritella sp.
10627,Loigolactobacillus rennini
10628,Heyndrickxia coagulans
10629,Shouchella lonarensis
10631,Devosia limi
10632,Lapidilactobacillus dextrinicus
10633,Limosilactobacillus equigenerosi
10634,Microbacterium oleivorans
10635,Jeotgalicoccus aerolatus
10637,Pseudomonas argentinensis
10638,Saccharopolyspora hordei
10639,Heyndrickxia acidiproducens
10640,Pluralibacter pyrinus
10641,Geovibrio sp.
10642,Pseudomonas otitidis
10643,Rhodovulum marinum
10644,Microbacterium chocolatum
10646,Streptococcus australis
10647,Alkalicoccus chagannorensis
10648,Kytococcus sedentarius
10649,Saccharopolyspora antimicrobica
10650,Salisediminibacterium halotolerans
10651,Actinokineospora diospyrosa
10652,Sinomonas echigonensis
10653,Haloechinothrix alba
10654,Cnuella takakiae
10655,Exiguobacterium oxidotolerans
10657,Gordonia polyisoprenivorans
10658,Flavobacterium circumlabens
10659,Pseudomonas flexibilis
10660,Meiothermus granaticius
10661,Parasporobacterium paucivorans
10662,Caldicellulosiruptor acetigenus
10664,Pseudoglutamicibacter cumminsii
10665,Peptostreptococcus russellii
10666,Streptomyces malayensis
10667,Peribacillus psychrosaccharolyticus
10668,Pelagibacterium luteolum
10669,Brenneria rubrifaciens
10670,Micromonospora viridifaciens
10671,Chitinophagaceae bacterium
10672,Sulfurovum sp.
10673,Woodsholea maritima
10675,Stigmatella aurantiaca
10676,Denitrobacterium detoxificans
10677,Brucellaceae bacterium
10678,Anaerolineaceae bacterium
10679,Chromohalobacter israelensis
10680,Frankia sp.
10681,Actinomyces sp.
10682,Wenjunlia vitaminophila
10684,Listeria rocourtiae
10686,Methylorubrum populi
10688,Legionella fallonii
10689,Niveispirillum irakense
10690,Roseateles asaccharophilus
10691,Olsenella uli
10693,Delftia lacustris
10694,Nostoc cycadae
10695,Rhizobium hainanense
10696,Clostridiaceae bacterium
10697,Streptomyces poonensis
10698,Arthrobacter glacialis
10699,Zhouia amylolytica
10700,Planctomycetaceae bacterium
10701,Prevotella denticola
10703,Kosakonia arachidis
10705,Ruminococcus gauvreauii
10706,Pseudaminobacter salicylatoxidans
10707,Hymenobacter sp.
10708,Selenomonas bovis
10709,Asinibacterium sp.
10710,Mycobacterium marseillense
10711,Anabaena sp.
10712,Levilactobacillus zymae
10713,Meiothermus ruber
10714,Desulfobulbaceae bacterium
10715,Bartonella birtlesii
10716,Obesumbacterium proteus
10717,Raoultella planticola
10718,Klebsiella electrica
10719,Pseudobacteriovorax antillogorgiicola
10720,Sediminispirochaeta smaragdinae
10721,Campylobacter sputorum
10722,Agrobacterium pusense
10723,Pseudanabaena sp.
10724,Thermovibrio ammonificans
10725,Anaplasma phagocytophilum
10726,Caldanaerobacter subterraneus
10727,Algibacter lectus
10728,Meiothermus taiwanensis
10729,Roseburia faecis
10730,Pigmentiphaga sp.
10731,Rivularia sp. (in: cyanobacteria)
10732,Legionella cincinnatiensis
10733,Varibaculum sp.
10734,Acidipropionibacterium thoenii
10735,Acetobacterium paludosum
10736,Secundilactobacillus collinoides
10737,Thermoleophilia bacterium
10738,Rathayibacter rathayi
10739,Morococcus cerebrosus
10740,Holophaga foetida
10741,Porphyromonas sp.
10742,Chitinophaga sp.
10743,Lutimaribacter pacificus
10744,Dethiosulfovibrio salsuginis
10745,Desulfoscipio gibsoniae
10747,Geobacillus vulcani
10748,Amycolatopsis sp.
10749,Rhodospira trueperi
10750,Hymenobacter daecheongensis
10751,Pseudoflavonifractor capillosus
10752,Pleomorphomonas sp.
10753,Thermus filiformis
10754,Desulfallas thermosapovorans
10755,Tepidibacillus fermentans
10756,Gordonibacter sp.
10757,Betaproteobacteria bacterium
10758,Liquorilactobacillus uvarum
10759,Halobacillus alkaliphilus
10760,Nocardia globerula
10761,Actinokineospora alba
10762,Paenibacillus cellulosilyticus
10763,Leucobacter massiliensis
10764,Limosilactobacillus coleohominis
10765,Enterobacillus tribolii
10766,Saccharomonospora azurea
10767,Streptomyces morookaense
10768,Kribbella sp.
10769,Sporomusa paucivorans
10770,Mycoplasmopsis lipophila
10771,Desulfocicer niacini
10772,Desulfotomaculum nigrificans
10774,Streptomyces eurocidicus
10775,Salibacterium aidingense
10777,Pedobacter heparinus
10778,bacterium M00.F.Ca.ET.180.01.1.1
10779,Celeribacter persicus
10780,Granulicatella elegans
10781,Bergeyella sp.
10782,Polaribacter sp.
10783,Pontibacter roseus
10784,Corynebacterium sputi
10785,Arcticibacter pallidicorallinus
10786,Massilimicrobiota sp.
10787,Pontibacter ummariensis
10788,Bacillus sp. KBS0812
10789,Anaeromusa acidaminophila
